,first,last,nickname,height_inches,weight_lbs,reach_inches,stance,win,loss,draw,belt
1943,Andrew,Montanez,,,185,--,,9.0,12.0,1.0,
1944,Augusto,Montano,Dodger,73.0,170,73.0,Orthodox,15.0,3.0,0.0,
1945,Erick,Montano,Perry,72.0,170,73.0,Orthodox,8.0,5.0,0.0,
1946,Nicco,Montano,,65.0,125,65.0,Southpaw,5.0,2.0,0.0,
1947,Steve,Montgomery,The Creepy Weasel,76.0,185,75.0,Southpaw,8.0,4.0,0.0,
1948,James,Moontasri,Moon Walker,70.0,170,71.0,Switch,9.0,5.0,0.0,
1949,Homer,Moore,The Rock,70.0,205,--,Orthodox,25.0,9.0,2.0,
1950,Todd,Moore,,69.0,170,71.0,Southpaw,14.0,5.0,0.0,
1951,Nate,Moore,,72.0,170,--,,7.0,3.0,0.0,
1952,Dustin,Moore,,64.0,125,--,,0.0,2.0,0.0,
1953,Sergio,Moraes,The Panther,72.0,170,72.0,Orthodox,14.0,4.0,1.0,
1954,Marlon,Moraes,Magic,66.0,135,67.0,Orthodox,21.0,5.0,1.0,
1955,John,Moraga,Chicano,66.0,125,66.0,Orthodox,19.0,7.0,0.0,
1956,Ricardo,Morais,The Mutant,80.0,270,--,Orthodox,10.0,4.0,1.0,
1957,Leonardo,Morales,Chimy,68.0,135,68.0,Southpaw,5.0,2.0,0.0,
1958,Albert,Morales,The Warrior,69.0,135,72.0,Orthodox,7.0,4.0,1.0,
1959,Joseph,Morales,Bopo,66.0,125,69.0,Switch,9.0,2.0,0.0,
1960,Vince,Morales,Vandetta,67.0,135,70.0,Orthodox,8.0,3.0,0.0,
1961,Sarah,Moras,Cheesecake,67.0,135,67.0,,5.0,5.0,0.0,
1962,Christian,Morecraft,,78.0,260,81.0,Orthodox,7.0,3.0,0.0,
1963,Joe,Moreira,,71.0,195,--,Southpaw,2.0,2.0,0.0,
1964,Richardson,Moreira,Rick Monstro,74.0,185,72.0,Orthodox,7.0,4.0,0.0,
1965,Gisele,Moreira,Gi,66.0,135,--,Orthodox,7.0,3.0,0.0,
1966,Jesse,Moreng,Arturo,67.0,145,--,Orthodox,9.0,1.0,0.0,
1967,Brandon,Moreno,The Assassin Baby,67.0,125,70.0,Orthodox,14.0,5.0,0.0,
1968,Mike,Moreno,El Palo Duro,72.0,185,--,,6.0,5.0,0.0,
1969,Dan,Moret,The Hitman,72.0,155,73.0,Southpaw,13.0,4.0,0.0,
1970,Sammy,Morgan,The Squeeze,70.0,170,--,Orthodox,18.0,12.0,0.0,
1971,Peggy,Morgan,The Daywalker,73.0,135,70.0,,2.0,1.0,0.0,
1972,Alex,Morono,The Great White,71.0,170,72.0,Orthodox,15.0,5.0,0.0,
1973,Maryna,Moroz,Iron Lady,67.0,115,67.0,Orthodox,8.0,3.0,0.0,
1974,Brad,Morris,,74.0,205,--,Orthodox,10.0,6.0,0.0,
1975,Scott,Morris,,70.0,210,--,Orthodox,2.0,1.0,0.0,
1976,Anthony,Morrison,Cheesesteak,67.0,145,--,Orthodox,16.0,10.0,0.0,
1977,Jack,Morrison,,71.0,205,--,,0.0,3.0,0.0,
1978,Harry,Moskowitz,Dirty,77.0,275,--,Orthodox,6.0,12.0,0.0,
1979,Juan,Mott,,72.0,190,--,Switch,3.0,4.0,0.0,
1980,Flavio Luiz,Moura,,71.0,183,--,Open Stance,17.0,7.0,0.0,
1981,Gegard,Mousasi,,74.0,185,76.0,Orthodox,42.0,6.0,2.0,
1982,Kin,Moy,Kong,65.0,135,--,,8.0,3.0,0.0,
1983,Jamie,Moyle,,61.0,115,65.0,Orthodox,4.0,3.0,0.0,
1984,Su,Mudaerji,Sulamu,68.0,135,72.0,Southpaw,10.0,4.0,0.0,
1985,Garrett,Mueller,,69.0,135,--,,3.0,3.0,0.0,
1986,Lauren,Mueller,Princess Tiger,65.0,125,67.0,Orthodox,5.0,1.0,0.0,
1987,Belal,Muhammad,Remember the Name,71.0,170,72.0,Orthodox,14.0,2.0,0.0,
1988,Fazlo,Mulabitinovic,,,135,--,,4.0,2.0,0.0,
1989,Quinn,Mulhern,,75.0,155,76.0,Orthodox,18.0,4.0,0.0,
1990,James,Mulheron,The Juggernaut,70.0,243,73.0,Orthodox,11.0,2.0,0.0,
1991,Jim,Mullen,,73.0,215,--,Southpaw,0.0,2.0,0.0,
1992,Pedro,Munhoz,The Young Punisher,66.0,135,64.0,Orthodox,17.0,3.0,0.0,
1993,Andre,Muniz,Sergipano,74.0,185,--,Southpaw,17.0,4.0,0.0,
1994,Mark,Munoz,The Filipino Wrecking Machine,72.0,185,72.0,Orthodox,14.0,6.0,0.0,
1995,Alexander,Munoz,,69.0,155,--,Switch,4.0,0.0,0.0,
1996,Andy,Murad,The Tooth Fairy,69.0,185,--,,15.0,2.0,0.0,
1997,Kazunari,Murakami,,73.0,220,--,Orthodox,5.0,5.0,0.0,
1998,Ryuichi,Murata,,68.0,183,--,Orthodox,8.0,3.0,1.0,
1999,Tom,Murphy,,74.0,227,--,Southpaw,8.0,0.0,0.0,
2000,Ian,Murphy,,73.0,185,--,Orthodox,1.0,1.0,0.0,
2001,Jon,Murphy,Man of Faith,75.0,260,--,Orthodox,6.0,4.0,0.0,
2002,Lauren,Murphy,Lucky,67.0,125,67.0,Orthodox,10.0,4.0,0.0,
2003,Lee,Murray,Lightning,75.0,185,--,Orthodox,8.0,2.0,1.0,
2004,Khalid,Murtazaliev,,72.0,185,76.0,Orthodox,14.0,2.0,0.0,
2005,Azamat,Murzakanov,The Professional,71.0,205,--,,7.0,0.0,0.0,
2006,Nico,Musoke,Nico,72.0,170,75.0,Orthodox,13.0,5.0,0.0,
2007,Andre,Mussi,,75.0,242,--,Orthodox,10.0,5.0,0.0,
2008,Magomed,Mustafaev,,68.0,155,71.0,Orthodox,13.0,2.0,0.0,
2009,Max,Mustaki,Mad,72.0,155,--,Orthodox,6.0,2.0,0.0,
2010,Elvis,Mutapcic,The King,72.0,185,72.0,Orthodox,15.0,5.0,1.0,
2011,Fiona,Muxlow,,64.0,145,--,,6.0,2.0,0.0,
2012,Ho Bae,Myeon,,71.0,168,--,Orthodox,12.0,5.0,1.0,
2014,Katsuhiko,Nagata,,67.0,154,--,Southpaw,6.0,7.0,2.0,
2015,Yuji,Nagata,,72.0,225,--,Orthodox,0.0,2.0,0.0,
2016,Greg,Nagy,,73.0,210,--,Orthodox,1.0,3.0,0.0,
2017,Logan,Nail,,,185,--,,1.0,1.0,0.0,
2018,Yukiya,Naito,,73.0,205,--,Orthodox,15.0,6.0,2.0,
2019,Andrews,Nakahara,,73.0,185,--,Orthodox,3.0,2.0,2.0,
2020,Rin,Nakai,,61.0,135,60.0,Orthodox,16.0,2.0,1.0,
2021,Kazuhiro,Nakamura,Kaz,71.0,205,70.0,Orthodox,15.0,11.0,0.0,
2022,Keita,Nakamura,K-Taro,71.0,170,73.0,Southpaw,34.0,9.0,2.0,
2023,Daisuke,Nakamura,,67.0,154,--,Orthodox,24.0,13.0,1.0,
2024,Yusaku,Nakamura,,65.0,145,--,,3.0,2.0,1.0,
2025,Jutaro,Nakao,,69.0,170,--,Southpaw,23.0,17.0,4.0,
2026,Yoshihiro,Nakao,Kiss,72.0,220,--,Southpaw,9.0,3.0,0.0,
2027,Yui Chul,Nam,The Korean Bulldozer,69.0,145,69.0,Orthodox,18.0,6.0,1.0,
2028,Rose,Namajunas,Thug,65.0,115,65.0,Orthodox,9.0,3.0,0.0,
2029,Yasuhito,Namekawa,,69.0,205,--,Orthodox,25.0,16.0,4.0,
2030,Nad,Narimani,Smiler,68.0,145,70.0,Orthodox,12.0,2.0,0.0,
2031,Roger,Narvaez,Silverback,75.0,185,79.0,Southpaw,7.0,2.0,0.0,
2032,Fabio,Nascimento,Negao,70.0,185,--,Orthodox,11.0,5.0,0.0,
2033,Allan,Nascimento,Puro Osso,69.0,125,--,Orthodox,17.0,4.0,0.0,
2034,Bobby,Nash,Nashty,72.0,170,74.0,Orthodox,8.0,4.0,0.0,
2035,Reza,Nasri,,71.0,205,--,Orthodox,2.0,1.0,0.0,
2036,Pawel,Nastula,,72.0,230,--,Southpaw,4.0,4.0,0.0,
2037,Rafael,Natal,Sapo,72.0,185,76.0,Orthodox,21.0,9.0,1.0,
2038,Danny,Navarro,,70.0,155,--,,17.0,7.0,0.0,
2039,Marcio,Navarro,The Locomotive,72.0,155,--,,14.0,14.0,0.0,
2040,Dustin,Neace,The Beast,69.0,145,--,,23.0,18.0,1.0,
2041,Josh,Neal,,72.0,185,--,,5.0,11.0,0.0,
2042,Joe,Neal,Nine Lives,66.0,135,--,,6.0,2.0,0.0,
2043,Geoff,Neal,Handz of Steel,71.0,170,75.0,Southpaw,10.0,2.0,0.0,
2044,Stanislav,Nedkov,Stucky,71.0,205,71.0,Orthodox,12.0,2.0,0.0,
2045,Josh,Neer,The Dentist,71.0,170,72.0,Orthodox,33.0,13.0,1.0,
2046,Steve,Nelmark,The Sandman,72.0,240,--,Orthodox,2.0,1.0,0.0,
2047,Shane,Nelson,Sugar,69.0,155,70.0,Southpaw,15.0,5.0,0.0,
2048,Roy,Nelson,Big Country,72.0,263,72.0,Orthodox,23.0,14.0,0.0,
2049,Gunnar,Nelson,Gunni,71.0,170,72.0,Switch,17.0,3.0,1.0,
2050,Kyle,Nelson,The Monster,70.0,155,74.0,Switch,12.0,2.0,0.0,
2051,Lissette,Neri,,62.0,145,--,,6.0,4.0,0.0,
2052,Mario,Neto,Sukata,72.0,229,--,Orthodox,11.0,5.0,0.0,
2053,Antonio Braga,Neto,,75.0,185,77.0,Orthodox,9.0,3.0,0.0,
2054,Julio Cesar,Neves Jr.,Morceguinho,68.0,145,--,,33.0,1.0,0.0,
2055,Nick,Newell,Notorious,70.0,155,74.0,Southpaw,14.0,1.0,0.0,
2056,Jeff,Newton,,74.0,205,--,Sideways,4.0,2.0,0.0,
2057,Carlos,Newton,The Ronin,69.0,170,--,Orthodox,16.0,14.0,0.0,
2058,Emanuel,Newton,The Hardcore Kid,73.0,205,--,,26.0,12.0,1.0,
2059,Francis,Ngannou,The Predator,76.0,250,83.0,Orthodox,12.0,3.0,0.0,
2060,Ben,Nguyen,Ten,65.0,125,65.0,Switch,17.0,8.0,0.0,
2061,Alex,Nicholson,The Spartan,76.0,185,81.0,Orthodox,7.0,4.0,0.0,
2062,Mike,Nickels,,76.0,205,--,Orthodox,9.0,5.0,0.0,
2063,Matheus,Nicolau,,66.0,125,66.0,,13.0,3.0,1.0,
2064,Jaimee,Nievera,Queenie,65.0,125,--,Orthodox,7.0,3.0,0.0,
2065,Khomkrit,Niimi,The Bumblebee,62.0,125,--,,6.0,10.0,0.0,
2066,Tom,Niinimaki,Stoneface,69.0,145,69.0,Orthodox,21.0,8.0,1.0,
2067,Ramsey,Nijem,,71.0,155,75.0,Orthodox,10.0,6.0,0.0,
2068,Hans,Nijman,,72.0,250,--,Switch,9.0,6.0,0.0,
2069,Jack,Nilson,,,--,--,,2.0,6.0,0.0,
2070,Mats,Nilsson,,73.0,170,74.0,Orthodox,11.0,4.0,1.0,
2071,Ning,Guangyou,Smasher,64.0,145,64.0,Southpaw,6.0,4.0,1.0,
2072,Soichi,Nishida,,71.0,320,--,Orthodox,5.0,10.0,1.0,
2073,Yosuke,Nishijima,,69.0,205,--,Orthodox,0.0,5.0,0.0,
2074,Akiyo,Nishiura,Wicky Akiyo,68.0,139,--,Southpaw,11.0,7.0,1.0,
2075,Anthony,Njokuani,The Assassin,73.0,155,75.0,Orthodox,16.0,9.0,0.0,
2076,Chidi,Njokuani,Chidi Bang Bang,75.0,170,--,,17.0,4.0,0.0,
2077,Derrick,Noble,The Eraser,69.0,170,--,Southpaw,26.0,15.0,1.0,
2078,Pedro,Nobre,The Rock,65.0,135,--,,14.0,1.0,2.0,
2079,Jacob,Noe,Psycho,,205,--,,5.0,1.0,0.0,
2080,Minotauro,Nogueira,Minotauro,75.0,240,77.0,Orthodox,34.0,10.0,1.0,
2081,Rogerio,Nogueira,Minotouro,74.0,205,75.0,Southpaw,23.0,8.0,0.0,
2082,Alexandre Franca,Nogueira,Pequeno,67.0,145,--,Orthodox,13.0,6.0,2.0,
2083,Talita,Nogueira,Treta,70.0,145,--,,6.0,0.0,0.0,
2084,Kyle,Noke,,73.0,170,76.0,Southpaw,22.0,10.0,1.0,
2085,Nick,Nolte,,72.0,170,--,,5.0,3.0,0.0,
2086,KJ,Noons,King,70.0,155,72.0,Orthodox,12.0,8.0,0.0,
2087,Sage,Northcutt,Super,72.0,170,71.0,Orthodox,11.0,2.0,0.0,
2088,Jan,Nortje,The Giant,73.0,310,--,Southpaw,2.0,6.0,0.0,
2089,Scott,Norton,Hollywood,70.0,170,--,Orthodox,7.0,1.0,0.0,
2090,Jonatas,Novaes,,71.0,170,--,,9.0,3.0,0.0,
2091,Jason,Novelli,Pepsi,72.0,155,75.0,Orthodox,11.0,3.0,1.0,
2092,Phillipe,Nover,The Filipino Assassin,69.0,145,72.0,Orthodox,12.0,8.0,1.0,
2093,Diego,Nunes,The Gun,66.0,145,67.0,Orthodox,18.0,4.0,0.0,
2094,Amanda,Nunes,Lioness,68.0,145,69.0,Orthodox,17.0,4.0,0.0,
2095,Khabib,Nurmagomedov,The Eagle,70.0,155,70.0,Orthodox,27.0,0.0,0.0,
2096,Said,Nurmagomedov,,68.0,125,70.0,Orthodox,12.0,1.0,0.0,
2097,Kennedy,Nzechukwu,African Savage,77.0,205,82.0,Southpaw,5.0,0.0,0.0,
2099,Jake,O'Brien,Irish,75.0,205,76.0,Orthodox,13.0,4.0,0.0,
2100,TJ,O'Brien,The Spider,74.0,155,--,Orthodox,16.0,5.0,0.0,
2101,Sean,O'Connell,The Real OC,73.0,205,74.0,Orthodox,17.0,9.0,0.0,
2102,Dan,O'Connor,Johnny Irish,64.0,115,--,,6.0,6.0,0.0,
2103,Sean,O'Haire,,77.0,270,--,Orthodox,4.0,2.0,0.0,
2104,Sean,O'Malley,Sugar,71.0,135,72.0,Switch,10.0,0.0,0.0,
2105,Jeremiah,O'Neal,,68.0,260,--,,13.0,25.0,0.0,
2106,Chuck,O'Neil,Cold Steel,74.0,170,--,,9.0,4.0,0.0,
2107,Brendan,O'Reilly,Badger,67.0,170,69.0,Orthodox,6.0,3.0,0.0,
2108,Takahiro,Oba,,68.0,200,--,Southpaw,5.0,7.0,1.0,
2109,Nobuhiro,Obiya,,68.0,145,--,Orthodox,12.0,5.0,1.0,
2110,Richard,Odoms,The Black Eagle,77.0,265,82.0,Orthodox,8.0,1.0,0.0,
2111,Volkan,Oezdemir,No Time,74.0,205,75.0,Orthodox,15.0,3.0,0.0,
2112,Naoya,Ogawa,,76.0,255,--,Orthodox,7.0,2.0,0.0,
2113,Andy,Ogle,The Little Axe,68.0,145,69.0,Orthodox,9.0,6.0,0.0,
2114,Michiyoshi,Ohara,,70.0,205,--,Orthodox,0.0,2.0,0.0,
2115,Koji,Oishi,,68.0,170,--,Orthodox,21.0,8.0,8.0,
2116,Takayuki,Okada,Giant Ochiai,73.0,290,--,Orthodox,3.0,3.0,2.0,
2117,Yushin,Okami,Thunder,74.0,170,75.0,Southpaw,35.0,12.0,0.0,
2118,JJ,Okanovich,The Bosnian Bomber,71.0,155,--,,4.0,1.0,0.0,
2119,Kazuki,Okubo,,71.0,175,--,Orthodox,7.0,9.0,0.0,
2120,Masakatsu,Okuda,,,--,--,,8.0,5.0,0.0,
2121,Aleksei,Oleinik,The Boa Constrictor,74.0,240,80.0,Orthodox,54.0,11.0,1.0,
2122,Michal,Oleksiejczuk,Lord,72.0,205,74.0,Southpaw,12.0,2.0,0.0,
2123,Rafaello,Oliveira,Tractor,68.0,155,71.0,Orthodox,15.0,7.0,0.0,
2124,Charles,Oliveira,Do Bronx,70.0,155,74.0,Orthodox,25.0,8.0,0.0,
2125,Jorge,Oliveira,,73.0,205,--,,5.0,2.0,1.0,
2126,Ednaldo,Oliveira,Lula,77.0,205,79.0,Orthodox,13.0,2.0,1.0,
2127,Alex,Oliveira,Cowboy,71.0,170,76.0,Orthodox,19.0,5.0,1.0,
2128,Wendell,Oliveira,The Machine,70.0,170,72.0,Orthodox,24.0,9.0,0.0,
2129,Felipe,Olivieri,,69.0,155,72.0,Orthodox,14.0,5.0,0.0,
2130,Andy,Ologun,,72.0,154,--,Orthodox,3.0,1.0,0.0,
2131,Shana,Olsen,Rock Solid,67.0,145,--,,4.0,2.0,0.0,
2132,Casey,Olson,The Underdog,67.0,145,--,Orthodox,12.0,3.0,0.0,
2133,Dennis,Olson,,72.0,170,--,,14.0,11.0,0.0,
2134,Cameron,Olson,Cap'n Crunch,73.0,205,75.0,Orthodox,7.0,3.0,0.0,
2135,Alan,Omer,,70.0,145,71.0,Orthodox,18.0,5.0,0.0,
2136,Daniel,Omielanczuk,,72.0,247,74.0,Southpaw,19.0,8.0,1.0,
2137,Michihiro,Omigawa,,66.0,145,68.0,Orthodox,13.0,13.0,1.0,
2138,Charlie,Ontiveros,The American Bad Boy,74.0,170,--,,8.0,5.0,0.0,
2139,Chibwikem,Onyenegecha-Palmer,,75.0,185,76.0,Orthodox,6.0,0.0,0.0,
2140,Sam,Oropeza,,74.0,170,--,,5.0,2.0,0.0,
2141,Brian,Ortega,T-City,68.0,145,69.0,Switch,14.0,1.0,0.0,
2142,Tito,Ortiz,The People's Champ,75.0,205,74.0,Orthodox,17.0,11.0,1.0,
2143,Jorge,Ortiz,The Naked Man,72.0,185,--,Orthodox,16.0,9.0,1.0,
2144,Dustin,Ortiz,,65.0,125,65.0,Orthodox,19.0,7.0,0.0,
2145,Kenji,Osawa,,67.0,135,66.0,Orthodox,18.0,10.0,2.0,
2146,Kurt,Osiander,,,185,--,,4.0,1.0,0.0,
2147,Nick,Osipczak,,74.0,170,76.0,Orthodox,5.0,3.0,0.0,
2148,Nissen,Osterneck,,74.0,185,--,Orthodox,9.0,3.0,0.0,
2149,Rachael,Ostovich,,63.0,125,62.0,Orthodox,4.0,4.0,0.0,
2150,Pedro,Otavio,Te Pedro,75.0,245,--,Orthodox,19.0,8.0,0.0,
2151,Alexander,Otsuka,The Diet Butcher,73.0,205,--,Orthodox,4.0,13.0,0.0,
2152,Takafumi,Otsuka,,66.0,139,--,Orthodox,12.0,9.0,1.0,
2153,Zak,Ottow,The Barbarian,71.0,170,72.0,Orthodox,17.0,6.0,0.0,
2154,Artur,Oumakhanov,,67.0,154,--,Orthodox,9.0,6.0,0.0,
2155,Sidney,Outlaw,Da Gun,68.0,170,74.0,Orthodox,8.0,4.0,0.0,
2156,Alistair,Overeem,The Demolition Man,76.0,265,80.0,Orthodox,44.0,17.0,0.0,
2157,Valentijn,Overeem,,75.0,230,--,Orthodox,29.0,26.0,0.0,
2158,Craig,Oxley,,69.0,155,--,,0.0,3.0,0.0,
2159,Shungo,Oyama,,71.0,185,--,Southpaw,10.0,13.0,0.0,
2160,Alptekin,Ozkilic,The Turkish Delight,65.0,125,65.0,Orthodox,9.0,4.0,0.0,
2162,Raquel,Pa'aluhi,Rocky,67.0,135,--,,3.0,4.0,0.0,
2163,Nick,Pace,,67.0,135,68.0,Orthodox,6.0,3.0,0.0,
2164,Larissa,Pacheco,,67.0,135,69.0,Orthodox,10.0,2.0,0.0,
2165,Teemu,Packalen,Pacu,73.0,155,72.0,Orthodox,8.0,2.0,0.0,
2166,George,Pacurariu,Constantine,67.0,135,--,,10.0,5.0,0.0,
2167,Cyrillo,Padilha,,71.0,155,--,,3.0,3.0,0.0,
2168,Gary,Padilla,,71.0,205,--,,12.0,6.0,0.0,
2169,Damacio,Page,The Angel of Death,66.0,135,66.0,Orthodox,12.0,8.0,0.0,
2170,Michael,Page,Venom,74.0,170,--,,12.0,0.0,0.0,
2171,Dustin,Pague,The Disciple,69.0,135,74.0,Orthodox,11.0,10.0,0.0,
2172,Josh,Paiva,,66.0,125,--,,8.0,2.0,0.0,
2173,Raulian,Paiva,,68.0,125,--,Orthodox,17.0,1.0,0.0,
2174,Fredson,Paixao,,66.0,145,66.0,Orthodox,10.0,4.0,0.0,
2175,Jose,Palacios,,69.0,145,--,Orthodox,3.0,2.0,0.0,
2176,Ricardo,Palacios,El Gallero,66.0,145,--,Orthodox,9.0,1.0,0.0,
2177,Bart,Palaszewski,Bartimus,69.0,145,70.0,Orthodox,35.0,17.0,0.0,
2178,Soa,Palelei,The Hulk,76.0,265,81.0,Orthodox,22.0,5.0,0.0,
2179,Rousimar,Palhares,Toquinho,68.0,170,71.0,Orthodox,24.0,5.0,0.0,
2180,Tulio,Palhares,,,180,--,,2.0,14.0,0.0,
2181,Stephen,Palling,Bozo,64.0,143,--,,11.0,7.0,1.0,
2182,Eduardo,Pamplona,,71.0,170,--,,15.0,3.0,0.0,
2183,Alexandre,Pantoja,The Cannibal,65.0,125,67.0,Orthodox,20.0,3.0,0.0,
2184,Jared,Papazian,The Jackhammer,68.0,135,67.0,Southpaw,14.0,9.0,0.0,
2185,Joe,Pardo,,73.0,210,--,Southpaw,4.0,6.0,0.0,
2186,Bryan,Pardoe,Pain Inducer,73.0,205,--,Orthodox,12.0,16.0,0.0,
2187,Remco,Pardoel,Grizzly,75.0,260,--,Southpaw,9.0,6.0,1.0,
2188,Ido,Pariente,,68.0,155,--,Orthodox,12.0,5.0,0.0,
2189,Josh,Parisian,,76.0,265,--,Orthodox,7.0,2.0,0.0,
2190,Karo,Parisyan,The Heat,70.0,170,72.0,Orthodox,19.0,8.0,0.0,
2191,Won Sik,Park,Parky,71.0,154,--,Orthodox,9.0,3.0,1.0,
2192,Norman,Parke,Stormin',71.0,155,70.0,,22.0,5.0,1.0,
2193,Ryan,Parker,,75.0,235,--,Southpaw,0.0,1.0,0.0,
2194,Larry,Parker,,71.0,205,--,Orthodox,13.0,6.0,1.0,
2195,Tyra,Parker,,65.0,115,--,Orthodox,1.0,2.0,0.0,
2196,Willie,Parks,Slick,70.0,185,--,,4.0,1.0,0.0,
2197,Jordan,Parsons,Pretty Boy,69.0,145,--,,11.0,2.0,0.0,
2198,Onassis,Parungao,,71.0,200,--,,2.0,1.0,0.0,
2199,Jorge,Patino,Macaco,68.0,170,--,Orthodox,25.0,13.0,1.0,
2200,Russell,Patrick,,69.0,145,--,,6.0,4.0,0.0,
2201,Claude,Patrick,The Prince,71.0,170,75.0,Orthodox,14.0,2.0,0.0,
2202,Alan,Patrick,Nuguette,71.0,155,74.0,Southpaw,15.0,2.0,0.0,
2203,Michael,Patt,,72.0,205,--,Orthodox,12.0,4.0,0.0,
2204,Justin,Patterson,The Tactician,70.0,170,--,,9.0,3.0,0.0,
2205,Julio,Paulino,The Dominican Demon,72.0,170,--,Orthodox,17.0,4.0,0.0,
2206,Sergei,Pavlovich,,75.0,257,84.0,Southpaw,12.0,1.0,0.0,
2207,Pawel,Pawlak,,72.0,170,73.0,Orthodox,11.0,2.0,0.0,
2208,Estevan,Payan,El Terrible,70.0,145,72.0,Orthodox,14.0,6.0,0.0,
2209,Sarah,Payant,Soulja,64.0,115,--,,1.0,4.0,0.0,
2210,Roland,Payne,,69.0,205,--,Orthodox,0.0,1.0,0.0,
2211,Joe,Pearson,The Triangular Strangler,70.0,145,--,Orthodox,38.0,17.0,1.0,
2212,Ross,Pearson,The Real Deal,68.0,155,69.0,Orthodox,22.0,15.0,0.0,
2213,Andre,Pederneiras,,68.0,155,--,Orthodox,1.0,1.0,2.0,
2214,Carlo,Pedersoli,Semento,71.0,170,75.0,Southpaw,11.0,2.0,0.0,
2215,Matt,Pedro,,,--,--,,3.0,1.0,0.0,
2216,Tyson,Pedro,,75.0,205,79.0,Orthodox,7.0,3.0,0.0,
2217,Willie,Peeters,,69.0,220,--,Orthodox,9.0,10.0,1.0,
2218,Filip,Pejic,Nitro,68.0,135,70.0,Orthodox,10.0,2.0,1.0,
2219,Kurt,Pellegrino,Batman,68.0,155,70.0,Orthodox,16.0,6.0,0.0,
2220,Yan,Pellerin,Wild Thing,71.0,205,--,Orthodox,9.0,13.0,0.0,
2221,Julianna,Pena,The Venezuelan Vixen,66.0,135,69.0,,9.0,3.0,0.0,
2222,Luis,Pena,Violent Bob Ross,75.0,155,76.0,Southpaw,5.0,1.0,0.0,
2223,Sherman,Pendergarst,The Tank,73.0,235,--,Orthodox,11.0,18.0,0.0,
2224,Drew,Pendleton,,,145,--,,4.0,0.0,0.0,
2225,Cathal,Pendred,The Punisher,73.0,170,75.0,Orthodox,17.0,5.0,1.0,
2226,BJ,Penn,The Prodigy,69.0,155,70.0,Orthodox,16.0,13.0,2.0,
2227,Jessica,Penne,,65.0,115,67.0,,12.0,6.0,0.0,
2228,Nick,Penner,The Quiet Assassin,76.0,205,77.0,Southpaw,12.0,3.0,0.0,
2229,Justin,Pennington,,64.0,--,--,,2.0,2.0,0.0,
2230,Raquel,Pennington,Rocky,67.0,135,67.0,Orthodox,9.0,8.0,0.0,
2231,Jerron,Peoples,,72.0,170,--,,4.0,3.0,0.0,
2232,Godofredo,Pepey,,67.0,145,73.0,Orthodox,14.0,6.0,0.0,
2233,Ray,Perales,Relentless,70.0,170,--,Orthodox,13.0,22.0,0.0,
2234,Robert,Peralta,Problems,68.0,145,71.0,Orthodox,18.0,6.0,0.0,
2235,Viviane,Pereira,Sucuri,61.0,115,63.0,Orthodox,13.0,2.0,0.0,
2236,Rolando,Perez,,68.0,135,--,Orthodox,6.0,5.0,2.0,
2237,Philip,Perez,,65.0,155,--,Southpaw,7.0,5.0,1.0,
2238,Erik,Perez,Goyito,68.0,135,68.0,Orthodox,17.0,6.0,0.0,
2239,Alejandro,Perez,Turbo,66.0,135,67.0,Orthodox,22.0,6.0,1.0,
2240,Frankie,Perez,,71.0,155,73.0,Orthodox,10.0,4.0,0.0,
2241,Jose,Perez,,,--,--,,1.0,0.0,0.0,
2242,Alex,Perez,,66.0,125,65.0,Orthodox,21.0,5.0,0.0,
2243,Markus,Perez,Maluko,73.0,185,73.0,Orthodox,10.0,2.0,0.0,
2244,Anthony,Perosh,The Hippo,75.0,205,75.0,Orthodox,15.0,10.0,0.0,
2245,Thiago,Perpetuo,Bodao,70.0,170,71.0,Orthodox,9.0,4.0,1.0,
2246,Hernani,Perpetuo,,72.0,170,74.0,Orthodox,17.0,5.0,0.0,
2247,Mike,Perry,Platinum,70.0,170,71.0,Orthodox,12.0,4.0,0.0,
2248,Viktor,Pesta,,75.0,240,77.0,Orthodox,10.0,4.0,0.0,
2249,Leiticia,Pestova,,66.0,135,--,Orthodox,0.0,2.0,0.0,
2250,Tony,Petarra,,71.0,196,--,Orthodox,2.0,4.0,1.0,
2251,Tommy,Petersen,,,155,--,,2.0,3.0,0.0,
2252,Cory,Peterson,LA Giant,83.0,400,--,Orthodox,2.0,1.0,0.0,
2253,Steven,Peterson,Ocho,70.0,145,70.0,Orthodox,17.0,6.0,0.0,
2254,Seth,Petruzelli,The Silverback,72.0,205,76.0,Orthodox,14.0,6.0,0.0,
2255,Peter,Petties,The Joker,71.0,145,72.0,Southpaw,5.0,3.0,0.0,
2256,Anthony,Pettis,Showtime,70.0,155,72.0,Orthodox,21.0,8.0,0.0,
2257,Sergio,Pettis,The Phenom,66.0,135,69.0,Orthodox,17.0,5.0,0.0,
2258,Forrest,Petz,The Meat Cleaver,69.0,170,71.0,Orthodox,24.0,9.0,0.0,
2259,Dino,Pezao,,,205,--,Orthodox,1.0,2.0,0.0,
2260,Cody,Pfister,The Fist,70.0,155,73.0,Orthodox,12.0,6.0,1.0,
2261,Nam,Phan,,66.0,135,70.0,Orthodox,18.0,14.0,0.0,
2262,Costas,Philippou,,71.0,185,73.0,Orthodox,13.0,5.0,0.0,
2263,Wayne,Phillips,,,185,--,,5.0,4.0,0.0,
2264,Dave,Phillips,The Rockstar,72.0,185,--,Orthodox,7.0,5.0,0.0,
